user,location,text,sentiment,probability
SaraRinconGarc2,,"@GustavoBolivar #CadenaDeAfectosPorPetro vamos a estar muy atentos ,Dios lo va cuidar",Positivo,73
gomezandresf,MISSISSAUGA. CANADA.,"Donde @petrogustavo hubiera dicho que se fracturó una costilla, al caer de un Caballo, ningún pseudo periodista, congresista o “ciudadano de bien” lo estuviera cuestionando tanto. 

#CadenaDeAfectosPorPetro",Positivo,68
dianacanonb,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
@petrogustavo es la única esperanza de cambio para Colombia.
Larga vida a Petro!
💛💙❤",Positivo,74
observadorsmart,"Bogota, Colombia","#CadenaDeAfectosPorPetro, 
Salgan celebrar, qué tal una marcha ?",Positivo,72
hersilia_rueda,,Gracias a Dios por la salud de nuestro gran líder Perro#CadenaDeAfectosPorPetro,Positivo,93
Constan63652023,"Bogotá, D.C., Colombia",Dios esta contigo #CadenaDeAfectosPorPetro,Positivo,60
Constan63652023,"Bogotá, D.C., Colombia",Bendiciones #CadenaDeAfectosPorPetro,Positivo,64
NelsonMoncayoY,,"#CadenaDeAfectosPorPetro
Una pronta recuperación, futuro presidente.",Positivo,77
CarlosCarreoF3,,"Regando semillas de amor, afecta y sincera convivencia colectiva de nuestra patria entera y en rechazo al odio sembrado en conciencias desprevenidas, un abrazo y muchas energías vitales para Gustavo Petro#CadenaDeAfectosPorPetro",Positivo,73
sexilectual,,"#CadenaDeAfectosPorPetro afectos sí. @petrogustavo amigo, Colombia te necesita sano para llegar a la Casa de Nariño y barrer la podredumbre. @nicolaspetroB @GustavoBolivar @AidaAvellaE @intiasprilla @PizarroMariaJo @DavidRacero @IvanCepedaCast @ClaraLopezObre @HOLLMANMORRIS",Positivo,75
JosArri68116342,Colombia,Animo petro que de esta saldrás mas fuerte #CadenaDeAfectosPorPetro,Positivo,75
Danreyes89,"Pereira, la capital del Eje",#CadenaDeAfectosPorPetro el único de los ex candidatos que de verdad se preocupó por el personal de la salud. Fuerza Petro.,Positivo,61
salitama,Colombia,"Las plagas se replican y se vuelven más fuertes, se murió Chávez y llego Maduro #CadenaDeAfectosPorPetro preferible esa lacra que su sucesor, el posible que sea peor.",Negativo,64
colacho_rojas,"Medellín, Colombia",Ni mi ex me engañó tanto como petro lo hizo 😨 #CadenaDeAfectosPorPetro,Positivo,53
salitama,Colombia,"#CadenaDeAfectosPorPetro jajaj será cadena de afectados por Petro, a ese tipo lo quiere si al caso la familia y las locotas de @GustavoBolivar y @HOLLMANMORRIS",Negativo,51
DuvanMoralesB,"Sabaneta, Colombia",Vamos #CadenaDeAfectosPorPetro,Positivo,82
CarlosF48327173,,"#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro 
Nuestro verdadero Presidente. El unico capaz de salvar este Pais. @petrogustavo",Positivo,74
JosArri68116342,Colombia,#CadenaDeAfectosPorPetro ahora esta mas vivo que nunca,Positivo,65
dinastiaflorez1,,"#CadenaDeAfectosPorPetro

Mejor

#CadenaDeAfectosPorPacientesCov19",Positivo,85
SQuinche95,Bogotá,"#CadenaDeAfectosPorPetro Por su pronta recuperación, hasta la victoria.",Positivo,70
Gabogilg,,Fuerza Gustavo 💪🏻#CadenaDeAfectosPorPetro,Positivo,64
lupachoguerra,,Adelante en la recuperación @petrogustavo toda la energía positiva #CadenaDeAfectosPorPetro https://t.co/HQ5Q7wjXD1,Positivo,78
VickyCordoba15,,"Doy gracias  a Dios, por que todo fue un éxito. 
Tenga fe en nuestro señor Jesús cristo que todo le va a salir bien.  q#CadenaDeAfectosPorPetro",Positivo,88
NatMrRam,,#CadenaDeAfectosPorPetro Colombia te necesita. Eres la voz de los que han callado y tienes las ideas para un cambio positivo en este colectivo inconsciente. Mucha salud y pronta recuperación. @petrogustavo,Positivo,74
DazaAlfredo,Bolívar Cauca Colombia,Lo mínimo que podemos hacer por quién generosamente ha puesto al servicio de la gente su valor e inteligencia es unirnos en una gran #CadenaDeAfectosPorPetro,Positivo,77
pizzeriapanucci,Colombia,"#CadenaDeAfectosPorPetro también más afecto por los enfermos de cáncer desconocidos, Anónimos que están en sus casas,  clínicas, eps, etc. No sólo famosos.",Positivo,65
gaabybe,"Asuncion, Paraguay","Este es el único que puede viajar en avión privado a cuba a que lo operen, que bien hubiera el podido tener esa humanidad cuando secuestraba gente en el M19  #CadenaDeAfectosPorPetro",Positivo,57
LUZDAROCA,Bogotá - Colombia,"#CadenaDeAfectosPorPetro Petro el papa Francisco  ayer dijo ""tenemos derecho a la esperanza"" tu haces parte de nuestro derecho a la esperanza de un mañana mejor para nuestra Colombia 🇨🇴 te necesitamos. Continua en esta lucha ahora por tu salud @petrogustavo  @HOLLMANMORRIS",Positivo,68
dinadurango,,"Ofreceré mis oraciones pidiendo al Médico de Médicos por la salud de Petro, aun sabiendo que es ateo y q no ofrecen cadena de oración sino #CadenaDeAfectosPorPetro",Positivo,52
chemabernal,,"La endoscopia que le hicieron a Petro se demoró 25 días porque estaba esperando que saliera la remisión de la EPS a la clínica Cubana. 

Maldita ley 100 !!! 

#NoPasarán #CadenaDeAfectosPorPetro",Positivo,63
RizzoPiza,"Coral Gables, FL",#CadenaDeAfectosPorPetro que se recupere pronto ❤️ https://t.co/xmB987JHUb,Positivo,73
chernandez12345,,#CadenaDeAfectosPorPetro todo saldra bien petro vencerA👏👏👏👏💪,Positivo,79
freecolombia2,,"@NoticiasCaracol Mañana a la 130 pm sale @GustavoBolivar diciendo que  @petrogustavo solo tenía una carraspera en la garganta y que gracias a la #CadenaDeAfectosPorPetro el país a sido salvo.
#nolecreoapetro #petromentiroso #LoUltimo",Positivo,80
Luz10696076,,Dios lo bendiga y lo proteja para que pueda estar con nosotros mucho tiempo #CadenaDeAfectosPorPetro,Positivo,69
HarolNieto,"Bogotá, D.C., Colombia","Pregunta güevona: La @FSFB_Salud se unirá a #CadenaDeAfectosPorPetro sacando un comunicado pidiendo disculpas públicas por audio q sacó un supuesto médico (quien debería ser destituido por falta d ética) d esa institución y hoy quedó desmentido? #PregúnteleAlEmbajador
#FelizLunes https://t.co/qHjNnYh6fU",Positivo,60
CentroPlazarte,"Medellín, Colombia","Gracias por darnos respeto y dignidad, contra todo este pueblo sabe la verdad, unos pocos fanaticos se niegan a ver,  cegados por su dinero y religion falsa, todo es teatron #CadenaDeAfectosPorPetro #PandemiaEconomica https://t.co/IsFvNOdR8y",Positivo,79
ELVIKO15,En La Conchinchina,#CadenaDeAfectosPorPetro por que ya lo andan buscando jajaja jueputa @GustavoBolivar https://t.co/IRMMPUlWRD,Positivo,67
danidanilo2901,"Fusagasugá, Colombia","Adelante Petro, Fuerza Petro #CadenaDeAfectosPorPetro",Positivo,69
DonJoker2020,En cualquier lugar del mundo🌍,@angelamrobledo @gustavopetro Doctora Ángela esta es la cuenta oficial del Dr. @petrogustavo esperamos su pronta recuperación 👍 #CadenaDeAfectosPorPetro Petro President 🇨🇴👍 @GustavoBolivar @HOLLMANMORRIS @ColombiaHumana @elespectador @NoticiasCaracol @NoticiasRCN @WRadioColombia @opsoms @CIDH @nicolaspetroB,Positivo,64
kamus7_,,"#CadenaDeAfectosPorPetro petro usted es el 🔟 de Colombia, vamos economista!!!!!! 💪",Positivo,78
fabian_esguerra,,"Lo humanamente correcto, es exigir el cese de las sanciones de todo tipo a Cuba Solidaria. #CadenaDeAfectosPorPetro #FuerzaPetro https://t.co/5CAvrRW6NF",Positivo,59
eduferva,,Buena noticia la terminación sin complicaciones del procedimiento médico - quirúrgico . Esperar ahora otra buena noticia con la  histología. 🙏   #CadenaDeAfectosPorPetro,Positivo,82
SownCharlie,,"#CadenaDeAfectosPorPetro  obvio , nuestro presidente legitimo...vamos petrico  .",Positivo,85
XQCALLAR2,,Dios lo protege #CadenaDeAfectosPorPetro,Positivo,56
cristinabedoya1,COLOMBIA,"#CadenaDeAfectosPorPetro buena salud, paz y amor @petrogustavo",Positivo,85
antoniovelgomez,Bogotá Colombia,Porque es el referente de la oposición en el país. #CadenaDeAfectosPorPetro,Positivo,64
CoHumanaLondres,"London, England",#FuerzaPetroEstamosContigo #CadenaDeAfectosPorPetro Las leyes del universo están contigo @petrogustavo tienes una gran misión por terminar! Todas nuestras plegarias para una pronta recuperación y regreso a Colombia. @HOLLMANMORRIS @GustavoBolivar @MirtaOFil @elespectador https://t.co/FZLQ30ecVJ,Positivo,80
mariumega,Colombia,#CadenaDeAfectosPorPetro me alegra de corazón que todo haya salido bien!!! Dios está con él!!!,Positivo,76
ducegor,,Mis mejores deseos y oraciones por la sanación  de nuestro futuro presidente #CadenaDeAfectosPorPetro,Positivo,83
mvallejo0213,"Miami, FL",#FuerzaPetro descansa y deja que tu cuerpo sane tu #CadenaDeAfectosPorPetro se esta encargando con gran fuerza y amor patrio a representarte https://t.co/ere3jGJztH,Positivo,76
Claudia42091016,,#CadenaDeAfectosPorPetro adelante senador Colombia lo espera y lo necesita,Positivo,71
mglotg,"Bucaramanga, Colombia",De esta salimos senador Petro #CadenaDeAfectosPorPetro,Positivo,66
Lucylunaquin,Ocaña,"@angelamrobledo @gustavopetro Fuerza Petro, eres un valiente y te queremos #CadenaDeAfectosPorPetro",Positivo,70
Antimamertoides,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro que se fue a cuba para que le hiciera la endoscopia.... https://t.co/0kw1lnqBUb,Positivo,60
LuisRam49056774,,Le deseo que dios lo proteja sr petro.#CadenaDeAfectosPorPetro,Positivo,63
margaritabuitra,colombia,"@GustavoBolivar Gracias por la información Gustavo. Seguimos pendientes. Lo que importa es la salud de Petro. Los demás que piensen y digan lo que quieran.
#CadenaDeAfectosPorPetro",Positivo,85
angelamrobledo,Colombia,Me alegra saber que @GustavoPetro salio bien de su intervencion quirurgica hoy en Cuba.Ahora a esperar un resultado esperanzador #CadenaDeAfectosPorPetro !,Positivo,72
CentroPlazarte,"Medellín, Colombia","Reivindicar la libertad, el pensamiento, el deseo de justicia y la busqueda de la verdad, el pensamiento critico y positivo, la alegria, ser humanos y no perros amarrados de un eterno orden mundial británico!! #CadenaDeAfectosPorPetro https://t.co/FTUGM1V39A",Positivo,73
TrujilloRosana,"Medellín, Colombia",#CadenaDeAfectosPorPetro #PetroEstamosContigo #ColombiaHumana. Te amamos. https://t.co/OpxUChHlPT,Positivo,68
alfonsofn20,"Cali, Colombia",#CadenaDeAfectosPorPetro Dios quiera que pronto se recupere.🙏,Positivo,64
hramirezvill,"Cartagena, Colombia",#CadenaDeAfectosPorPetro recuperación pronta líder,Positivo,64
JohnAlbertGome3,el salto,"Petro invencible, Petro imprescindible, Petro, los obreros y campesinos estamos contigo PRESENTES PRESENTES PRESENTES #CadenaDeAfectosPorPetro",Positivo,70
ElReyDelAntro,"Cupertino, CA","#CadenaDeAfectosPorPetro
¿Si vieron? 
@patriciajaniot exigiéndole los  resultados de las biopsias a @petrogustavo, ¡Ah! Pero jamás mencionó ni por delicadeza periodística los resultados del cultivo microbiológico de la Gonorrea de Uribe.

🤦‍♂️🇨🇴🏴‍☠️",Positivo,63
1calzas,,"Gracias Senador!! Así se comporta un buen amigo y una persona transparente @GustavoBolivar @petrogustavo
#CadenaDeAfectosPorPetro #FuerzaPetro #FuerzaPetroEstamosContigo https://t.co/Q6jFa5jj6h",Positivo,90
Luzandr31722255,"Bogotá, D.C., Colombia","@Mafalda_2020_ @petrogustavo Me identifico totalmente contigo.
#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro",Positivo,66
OGalvisC,Colombia,"Sr @petrogustavo, lo estámos esperando, tenemos éste y otros asuntos pendientes.
#FuerzaPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/gzN1ZZOEpY",Positivo,69
alexalara2000,,#CadenaDeAfectosPorPetro porque el AMOR ES MAS FUERTE Y SI SE PUEDE lo vamos a lograr y enviamos las mejores energías de afecto te rodeamos @GustavoPetro #FuerzaPetroEstamosContigo,Positivo,73
AngelayYesid,"Medellín, Colombia","#CadenaDeAfectosPorPetro?
Mejor, #PetroMamaGallo!
Hagamoslo tendencia!
#PetroMamaGallo
Quiere evitar su muerte política? Pues no, y asegurado está!
#PetroMamaGallo #PetroMamaGallo
Por la verdadera dignidad de Colombia! #PetroMamaGallo
Es el cáncer de la nación!",Positivo,65
OGalvisC,Colombia,"Es ud muy importante para cada Colombiano, de cualquier manera se preocupan por su salud.
#FuerzaPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/niOY1TkWbt",Positivo,66
alexalara2000,,"@nicolaspetroB @nicolaspetroB ánimo a palabras necias oídos sordos, somos mas los que buscamos la paz, la justicia, el amor. Ánimo cocentremos nuestra energía en mandar amor a Petro a Colombia y al mundo :) #CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo",Positivo,75
Andreiiyk,"Funza, Colombia","Yo espero que recuperación ver @petrogustavo tras su cirugía sea para bien y que pronto logré recuperarse.
#CadenaDeAfectosPorPetro
Senador, todo estará bien.",Positivo,83
JaimeAlbertoGo3,,"Muchas dudas y desinformación propia de la izquierda, de no ser cierto a Petro debe responder política y legalmente  #CadenaDeAfectosPorPetro",Positivo,58
1010_ospina,"Bogotá, DC, Colombia","#CadenaDeAfectosPorPetro por que lo necesitamos y es nuestra ilusión de cambio, espero que tod esté saliendo bien, un abrazo profundo y sincero",Positivo,89
TrujilloRosana,"Medellín, Colombia",#CadenaDeAfectosPorPetro y vuelva  a desempeñar lo arrebatado; lo necesitamos bien ahora y siempre. https://t.co/YW7XpdxhS6,Positivo,80
CarmenHRD63,Colombia,"#CadenaDeAfectosPorPetro
Muy feliz porque @petrogustavo  salio con exito de su intervención quirurgica. 
Para los que reparten buena energía un aplauso venga de donde venga.  Para la maldad NADA.  https://t.co/y36w23y4xc",Positivo,86
fabianmoreno221,"Ciudad Autónoma de Buenos Aires, Argentina","#CadenaDeAfectosPorPetro
Fuerza presidente...",Positivo,79
Ferherr84563939,Colombia Narco _Estado,"#CadenaDeAfectosPorPetro
Afectados por @petrogustavo . https://t.co/KbJ2ryb2gc",Positivo,66
juliomario55555,,"En unos días sabremos los resultados,  ya está dado el primer paso, Petro recibe toda las energias positivas el cariño y las oraciones de tu pueblo! #CadenaDeAfectosPorPetro",Positivo,80
CoHumanaLondres,"London, England",#CadenaDeAfectosPorPetro Gustavo Petro pone a palpitar millones de corazones alrededor del mundo! Nuestros mejores deseos de salud y pronta recuperación desde el Nodo Colombia Humana en Londres! @petrogustavo @GustavoBolivar @HOLLMANMORRIS @MirtaOFil @RichardKuintako https://t.co/8reImAusFZ,Positivo,65
FabianGranada,colombia,#CadenaDeAfectosPorPetro saldremos de esta @petrogustavo,Positivo,60
carmencastano53,,"Gloria a ti Señor Jesus🙏❤️
#CadenaDeAfectosPorPetro 🙏 https://t.co/pmIETko6FA",Positivo,72
politicadelamor,Colombia,Necesitamos tu liderazgo y lucha contra la corrupción en la @ColombiaHumana_  #fuerzapetro #CadenaDeAfectosPorPetro,Positivo,67
amazuera79,,@petrogustavo es un hombre que necesita la democracia colombiana y su voz es clave para la transformación de esta patria feudal .  #CadenaDeAfectosPorPetro,Positivo,65
Yeraldi44919619,,@AlixCano4 #CadenaDeAfectosPorPetro  petro estamos contigo  fuerza 💪,Positivo,67
VanegasAlberto,,La vida social y política es un escenario para la realización de la solidaridad.Fuerza PETRO esperamos y deseamos su pronta recuperación para seguir entre todos construyendo el sueño de un país democrático.#CadenaDeAfectosPorPetro https://t.co/ySDShjxMbj,Positivo,74
AdAstra4643,"Medellín, Colombia","La Clínica Santa Fe quería matar a Petro. No es la primera vez que recibe malos tratos ahí. Pretendían que el resultado le salga negativo para que se quede tranquilo y el cáncer avance, ¡querían engañarlo!.  #CadenaDeAfectosPorPetro",Positivo,64
HumbertoGaliano,"Barranquilla, Atlántico",@ANIABELLO_R @inporcol En vez de “#CadenaDeAfectosPorPetro” me imagino cómo sería de gigantesca la “#CadenadeafectadosporPetro” ?,Positivo,65
xiomaraeacosta,Canadá,@nicolaspetroB #CadenaDeAfectosPorPetro fuerza valiente está es una batalla que ganarás Colombia Humana y demás simpatizantes estamos en cadena de oración. Pronta recuperación eres el líder que necesitamos 🙏,Positivo,67
CoHumanaLondres,"London, England","@DiegoFigueroaVa #CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo Desde Concepción, Colombia Humana en Chile envía un fuerte abrazo al senador @petrogustavo vives en millones de corazones alrededor del mundo! Pronta recuperación! @HOLLMANMORRIS @GustavoBolivar @gener_usuga https://t.co/nIoo4eu8Ob",Positivo,70
progresistaporE,"Manhattan, NY","#CadenaDeAfectosPorPetro
Gracias petro por todo y aun muchas mas gracias por lo que vas a seguir haciendo para que colombia cambie",Positivo,95
Bryan29516484,,Me uno #CadenaDeAfectosPorPetro https://t.co/XG9vanWhQE,Positivo,69
Tiendaeco_j,"Medellín, Colombia",Ufff esta señora ya fue a la otra dimensión y regresó jajaaaa #CadenaDeAfectosPorPetro https://t.co/bScO649J3n,Positivo,67
NonServium7,,#CadenaDeAfectosPorPetro fuerza al dirigente  y hombre valeroso. Saldrá  victorioso.,Positivo,63
reformista_lib,"Bogotá, D.C., Colombia","Petro apoya tanto a nuestros médicos que se fue a practicar una endoscopia en Cuba y no en Colombia 

#CadenaDeAfectosPorPetro #cuidarnuestrosmedicoses",Positivo,59
marthaperaltae,Colombia,"#CadenaDeAfectosPorPetro 
¡Fuerza, Fuerza! .@petrogustavo https://t.co/Vpr2CmxefV",Positivo,68
jotarsanchez,Colombia,"Cadena de Defectos más bien.
#CadenaDeAfectosPorPetro",Positivo,81
DiegoFigueroaVa,Actualmente Concepción (Chile),"Gracias Hollman Morris @HOLLMANMORRIS  por este espacio noticioso. La voz de los que no tienen voz, eso me gusta mucho. Un abrazo para nuestro amigo @petrogustavo a través de este medio.

#FuerzaPetro 
#FuerzaPetroEstamosContigo 
#CadenaDeAfectosPorPetro https://t.co/7vV6axPVuS",Positivo,89
aurocar26,,"Apoyo total, todo saldrá bien.#CadenaDeAfectosPorPetro",Positivo,86
Javlo99,"Cape Coral, FL","Hay petro para rato!!!
#CadenaDeAfectosPorPetro #PetroEstamosContigo https://t.co/A7groaJSCE",Positivo,72
elGrafomano,"Bogotá, D.C. Colombia.",Me uno a la #CadenaDeAfectosPorPetro. Colombia lo necesita.,Positivo,71
jefbanguera,Bello,"@patriciajaniot @petrogustavo La salud de un primer ministro o un presidente es un asunto público, la de un senador no, pues pertenece a un órgano colegiado en el cual no es indispensable para la toma de decisiones. #CadenaDeAfectosPorPetro",Positivo,70
Andreslp19,"Bucaramanga, Colombia","#LaLlaveDeLaNación es una Corrupta Base de Datos usada desde q se creó la Constitución del 91 para robarse  Elecciones desde siempre, junto al dinero del pueblo por medio de subsidios y deudas falsas.

#CadenaDeAfectosPorPetro 
#FelizLunes 
#cuidarnuestrosmedicoses #LaLey100Es https://t.co/lPwkarLdBJ",Positivo,49
CoHumanaLondres,"London, England","#CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo Colombia Humana Orlando - Florida, nuestros pensamientos, buena energía y mejores deseos están con @petrogustavo para que te recuperes pronto después de esta cirugía. Petro, tu nos representas!
@HOLLMANMORRIS @GustavoBolivar https://t.co/3PtUzCsTdv",Positivo,81
DavidDuarte13,Cúcuta Colombia,"#CadenaDeAfectosPorPetro @petrogustavo representa a más de 8 millones de colombianos que queremos dar una vuelta a todo esto, representa la piedra en el zapato para la corrupción del gobierno y representa una revolución cansada de lo mismo. Ojalá salga de esta y pueda continuar! https://t.co/7zQysxg9qK",Positivo,55
