user,location,text,sentiment,probability
ariashincapie,Bogota,#CadenaDeAfectosPorPetro Mucha salud para que le amargue la vida a los Uribistas y a los tibios.,Positivo,71
robinsonreneher,,#CadenaDeAfectosPorPetro... Bendiciones... Y fuerza para seguir en la lucha por una Colombia digna y humana...,Positivo,67
edithna2203,,"@petrogustavo salió bien,      #CadenaDeAfectosPorPetro",Positivo,80
m_scherezade,,"No he escuchado el audio, pero si el Dr. Fernando Sierra publica información personal como es la historia clínica de un paciente, protegida por la ley, no solo comete un delito, que lo es, sino que contraviene el código ético de su profesión. #CadenaDeAfectosPorPetro https://t.co/xGWvi328Xw",Positivo,49
Rosala46386235,,"¡FUERZA , FUERZA!#CadenaDeAfectosPorPetro",Positivo,64
HFonsec92085163,"Valle del Cauca, Colombia","#CadenaDeAfectosPorPetro
Felicitaciones, ahora sr. @petrogustavo 
A dedicarse a su pronta recuperacion!!",Positivo,60
JimmyPsicol,"Bucaramanga, Colombia","Sí, senador @IvanCepedaCast , ese comentario no solo define la condición humana d Fernando Londoño, sino siendo sinceros, define la calidad humana de la INMENSA MAYORÍA de la ultraderecha uribista. Cuánto odio, cuánta maldad en sus corazones
#CadenaDeAfectosPorPetro 
#FelizLunes https://t.co/m4PFtWSbTj",Positivo,57
Momi10,,#CadenaDeAfectosPorPetro que tristeza como engañaron a sus votantes y al pueblo con la falsa noticia del cancer. Eso no se hace. Acá y en la W lo confirmó el señor Bolívar. Que tristeza la izquierda colombiana. https://t.co/6RmMBb3DGx,Positivo,60
HENRYIBAEZORTI1,,"@IsidroSalcedo3 Perdón @IsidroSalcedo3 yo tambien me hago la misma pregunta e igualmente me respondo ""CUAL ESTADO"". estaré equivocado .#NoMasLey100   #FuerzaPetro.    #CadenaDeAfectosPorPetro",Positivo,56
javierfsanabria,,"#CadenaDeAfectosPorPetro Tanta mierda que la izquierda reúne en una cadena etimológica de afectos : 
Cacas - Endoscopia - Churrias",Positivo,54
ByHumana,Tunja-Boyacá,"#CadenaDeAfectosPorPetro 
""Esa cadena de afectos lo defiende de la muerte,
lo defiende del peligro, lo vuelve casi inmortal,
o por lo menos impide el que lo maten a uno de repente así no mas.

Porque el amor es certeza, la certeza de la vida.""
https://t.co/Nif10s8KaV vía @YouTube",Positivo,62
rpegazo,Colombia,"Día 2, quien me apoya?

#PeriodistasDivulguenSuDeclaración

Hay muchos limpiadores de imagen, eso no es gratis, sino pregúntenle a Arizmendi

#CadenaDeAfectosPorPetro
#CuidarNuestrosMedicosEs
#ElPelitoSanador
#PicoYGeneroEs
Carrasquilla
Endoscopia
Janiot
Juan Roberto
#NoMasLey100 https://t.co/qtGVcYZu8M",Positivo,66
watching661,,Tanto show por una Hijueputa endoscopia que hacen en cualquier clínica de acá!!!#CadenaDeAfectosPorPetro,Positivo,60
JuankHiguita,Colombia,#CadenaDeAfectosPorPetro ojalá no le pase como al pastorcito mentiroso. Afectos para la mamá que no tenía idea que traeria a este mundo semejante personaje tan tóxico y lo siento por los hijos de él que no tienen la culpa de lo que hace el papá,Positivo,50
SOS__LATAM,Colombia,"Confirmado que el mequetrefe de petro no tenía cáncer #PetroMiente #CadenaDeAfectosPorPetro

Que un delincuente mienta eso no es raro, ya lo sabíamos!",Positivo,62
Rafa_S_Granados,La Ruta Del Sol,#CadenaDeAfectosPorPetro Para que le hagan la Endoscopia y le saquen el Kilogramo de vicio ilícito que llevaba en ese estómago. #CuidarNuestrosMedicosEs Respetarlos y valorarlos y no desprestigiarlos ante el mundo como hace @petrogustavo. #ElPelitoSanador #PicoYGeneroEs https://t.co/SWHCV1w98S,Positivo,68
Carlos_artus,,#CadenaDeAfectosPorPetro pronta recuperación a mi presiente autentico y real @petrogustavo,Positivo,70
OGalvisC,Colombia,"NUESTRO LEGÍTIMO PRESIDENTE!!!
#FuerzaPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/aUGh02nfWt",Positivo,77
VillamizarEder,,"@HOLLMANMORRIS @Tercer_Canal @marthaperaltae @ONIC_Colombia @AndresCamiloHR @GustavoBolivar @petrogustavo @IvanCepedaCast @AlirioUribeMuoz @AtiQuigua @AlexLopezMaya @Andrea_Q23 Vamos Petro!! #CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro",Positivo,69
EstelaGomezGom2,,"#CadenaDeAfectosPorPetro  en época de virus chino, petro saca su cuento chimbo 🤣🤣🤣🤣🤣🤣🤭🤭🤭🤭 https://t.co/Q5EyvR9BGt",Positivo,64
BelcyAleja,Bucaramanga,Te esperamos pronto con nosotros @petrogustavo #CadenaDeAfectosPorPetro,Positivo,73
Ing_Henryco,"Bogotá, D.C., Colombia","@GustavoBolivar Osea que el audio que circula en redes es cierto?
Se cae la mentira del supuesto cáncer?
Por qué siempre quieren manipular? 
#CadenaDeAfectosPorPetro",Positivo,63
NoticiasRPTV,"Bogotá, D.C., Colombia","#FelizLunes I 🇨🇴

Nos informan que el senador Gustavo Petro (@petrogustavo) salió de cirugía en Cuba sin ninguna complicación y ahora está en recuperación y se encuentra estable.

#CadenaDeAfectosPorPetro https://t.co/hOIHLHhA5t",Positivo,64
Jesus_13_84,,"#CadenaDeAfectosPorPetro @petrogustavo un senador que a pesar de sus errores humanos, representa en Colombia, los ideales de la clase política popular... trabajar por el país, sin corrupción y en pro de las mayorías.",Positivo,62
AlixCano4,,"#CadenaDeAfectosPorPetro  El embajador de Colombia en Cuba acompaño a petro en la clinica, es cierto ,si estaba  en trámites de su salud ,y ,los que en redes decían que ,""  Petro miente "" ahora les decimos nuevamente PETRO TENIA RAZON",Positivo,55
AdrinRamrezLpe2,"Medellín, Colombia",#CadenaDeAfectosPorPetro gloria a Dios que @petrogustavo salió bn de la operación bendiciones para el y toda su familia.,Positivo,69
CamarioPimienta,"Medellin, Via lactea","Adelante, usted es de los necesarios para darle vuelco a este desbarate #CadenaDeAfectosPorPetro",Positivo,67
PlayOpcion,"Medellín, Colombia","#CadenaDeAfectosPorPetro
Bendiciones, mucha fortaleza",Positivo,69
HOLLMANMORRIS,"Bogotá, D.C., Colombia","Los invito a sumarse a la #CadenaDeAfectosPorPetro hoy lunes a las 12:30. 

No se pierda la transmisión por el @Tercer_Canal en este link  https://t.co/fArmVgV97X. https://t.co/CKkWoPgEXE",Positivo,78
joandgarcia,Colombia,"#CadenaDeAfectosPorPetro resistir ha sido la vida de millones de colombianos, resistencia ha sido su vida @petrogustavo. Es otra lucha más, fuerza Gustavo!",Positivo,52
PhotoPress1,España,"@petrogustavo #CadenaDeAfectosPorPetro  pronta recuperación, un abrazo cordial y solidario desde Madrid España",Positivo,76
HENRYIBAEZORTI1,,@GustavoBolivar @IsidroSalcedo3 Hasta nos toca recurrir para q no nos sigan estimatizando amigo @GustavoBolivar .                    #NoMasLey100 #FuerzaPetro #CadenaDeAfectosPorPetro,Positivo,72
079Gaby,Colombia🇨🇴🇨🇴,"Sencillo= 
Caída de Evo🇧🇴
Fracaso desestabilizar LATAM🌎
Cerco económico cuba🇨🇺y Venezuela 🇻🇪
El anuncio de EEUU🇺🇸
Maduro comiendo uña🇻🇪
Rafael Correa al bote🇪🇨
Obvio, hay movimiento de fichas en las brisas bolivarianas por eso #CadenaDeAfectosPorPetro
Y sus amiguis ⬇️⬇️ https://t.co/2w6rnwK95V",Positivo,56
JIROS79,,"#CuidarNuestrosMedicosEs 

#CuidarDerechoALaSalud

Para toda la ciudadanía , en la q' la salud sea derecho fundamental, sin intermediaciones d entidad alguna

#CadenaDeAfectosPorPetro

#SigamonosLosBuenos2020",Positivo,67
HENRYIBAEZORTI1,,@IsidroSalcedo3 El derecho ha la saludo es un derecho digno del ser humano y una obligación del estado @IsidroSalcedo3                 #NoMasLey100   #FuerzaPetro #CadenaDeAfectosPorPetro,Positivo,63
HelmuttContrera,,"#CadenaDeAfectosPorPetro
Y seremos gobierno en el 2022, 
Palabra que si!!! https://t.co/gH6r6ioepG",Positivo,55
AndreaRosasp,Bogotá,"Es una linda noticia saber que le fue bien en la intervención a @petrogustavo. Buen inicio de semana

#CadenaDeAfectosPorPetro",Positivo,87
IvanDarioGavir3,"Arauca, Colombia",Te necesitamos con tus opiniones tus denuncias y sobre todo por tu visión de pais#CadenaDeAfectosPorPetro,Positivo,64
Angel93ov,,"En oración por Petro
#CadenaDeAfectosPorPetro",Positivo,63
ProgresMadrid,"Madrid, España (Bogotá)",#CadenaDeAfectosPorPetro desde Madrid España. Juntos siempre. https://t.co/0Jo6Ds09lc,Positivo,77
JhonMASIC,,#CadenaDeAfectosPorPetro mis mejores deseos a su pronta recuperación,Positivo,76
Marlina321,,#CadenaDeAfectosPorPetro @GustavoBolivar gracias por informar. Seguiremos orando por su sanación. #FuerzaPetro https://t.co/z2viRSCdu5,Positivo,87
alherbor,,"#CadenaDeAfectosPorPetro ""Reivindico el espejismo/ de intentar ser unos mismo/ ese viaje hacia la nada/ que consiste en la certeza/ de encontrar en tu mirada/ la belleza"", Luis E. Aute, y tú, querido Gustavo, eres un soldado de la belleza",Positivo,66
IVANDAVIDCESPED,Colombia,#CadenaDeAfectosPorPetro Colombia lo necesita.,Positivo,71
BoliBolodo,Colombia,"Estamos con Tigo petro. Próximo Presidente de Colombia ,Dios mediante.!
 #CadenaDeAfectosPorPetro",Positivo,71
JaviGuacaneme,"Bogotá, D.C., Colombia","El vulgar ataque de María Isabel Rueda a @petrogustavo mientras él estaba sometido a una riesgosa intervención quirúrgica.
#FuerzaPetro 
#CadenaDeAfectosPorPetro
cc @jcuestanovoa @GustavoBolivar @GiordanoBrunoFi @periodista19 @MeDicenWally @Angiegars @bettycriticonaa @PazProgreso https://t.co/UJ344Ujt6C",Positivo,61
_Mendo21,,Fuerza al legítimo presidente de colombia!! @petrogustavo #CadenaDeAfectosPorPetro,Positivo,76
josecometa3,,#CadenaDeAfectosPorPetro a qui su pueblo fuerte petro. https://t.co/ocoL8jQALr,Positivo,71
HOLLMANMORRIS,"Bogotá, D.C., Colombia","Hoy lunes por el @Tercer_Canal haremos un programa especial junto a @AndresCamiloHR para reforzar la #CadenaDeAfectosPorPetro. 

No se lo pierda a las 12:30 y haga parte de la #CadenaDeAfectosPorPetro. 
@petrogustavo

Véalo en este link.
https://t.co/fArmVgV97X",Positivo,80
ivanchelote,bogota,#CadenaDeAfectosPorPetro espero que todas las buenas energías te lleguen y sigas sirviendo al pueblo y a tu familia por muchos años más. La lucha continúa.,Positivo,76
733a108be48b45e,Algun rincon de Colombia,"#CadenaDeAfectosPorPetro
Animo @petrogustavo, de esta salimos juntos, colombia te necesita.",Positivo,79
lvaroAndrsGonz2,,"La mayoría de personas con valores morales y el principal conservar la vida, quiere que se mejore el senador petro, saludos a su familia. Este momento de la sociedad es ideal para que él aporte su conocimiento a mejorar el país. #CadenaDeAfectosPorPetro",Positivo,75
fede0410,Soledad - Atlantico,#CadenaDeAfectosPorPetro fuerza petroski,Positivo,64
dianalsab,,"#CadenaDeAfectosPorPetro me alegra, me alegra muchísimo que esté bien, fuerza querido líder de la Colombia Humana, esperanza de mi pueblo.",Positivo,78
NaranjaBogota,,Excelente noticia 😍#CadenaDeAfectosPorPetro https://t.co/lNOW2KbRe1,Positivo,74
Girofer,Bogotá,"Todos deseando tu  pronta recuperación senador @petrogustavo  para continuar la lucha que pronto nos dará la victoria y permitirá reconstruir lo que nos queda de patria, casi desde las cenizas! #CadenaDeAfectosPorPetro https://t.co/hyOy5gaZt3",Positivo,71
HENRYIBAEZORTI1,,@petrogustavo @IsidroSalcedo3 De acuerdo @petrogustavo en urgencia máxima el paramilitarismo nos quiere desaparecer como sea .#NoMasLey100 #FuerzaPetro #CadenaDeAfectosPorPetro,Positivo,58
SantiagoMazoLo1,,"Gracias a la vida y a los Médicos cubanos por permitirnos tener a Gustavo Petro entre nosotros, aquí y ahora cuando más lo necesitamos los colombianos de bien Aplausos y Toda la fe y la fuerza. ¡Viva Gustavo Petro! 
 #CadenaDeAfectosPorPetro",Positivo,90
M_DELRIO,En algún lugar del mundo,"Corremimiento de La Palmita, jurisdicción del Municipio de La Jagua de Ibirico, Departamento del Cesar

#CuidarNuestrosMedicosEs 
#FelizLunes 
#ElPelitoSanador 
#CadenaDeAfectosPorPetro https://t.co/7WQ3YakZ8u",Positivo,68
NaiG56059353,Colombia,"#CadenaDeAfectosPorPetro. Gustavo Colombia te necesita, de corazón mis mejores deseos para para ti. Para mi ya eres mi presidente! Fuerza",Positivo,83
mistermagu72,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
#FuerzaPetro
#ColombiaConPetro
Vamos Petro...!!! Estamos contigo... https://t.co/MnxE722Y07",Positivo,78
jhonhq77,,"#CadenaDeAfectosPorPetro, Fuerza Petro 💪🏻",Positivo,64
ROSITAGUEVARA17,,#CadenaDeAfectosPorPetro Pronta recuperación y toda la energía positiva para @petrogustavo y su familia. Es un luchador y la democracia colombiana lo necesita,Positivo,72
HalflingLady,,"#CadenaDeAfectosPorPetro #FuerzaPetro porque el amor es certeza, la certeza de la vida.",Positivo,74
RAPTORCOL,"Bogotá, D.C., Colombia","@GustavoBolivar Confirma @GustavoBolivar que la cirugía a @petrogustavo no era para remover cáncer sino que era un procedimiento para un diagnóstico. 
¿Por qué anunciar un cáncer que no ha sido diagnosticado?

Hoy no hubo cirugía, tan sólo una endoscopia. Fin

#CadenaDeAfectosPorPetro https://t.co/199SB5l07a",Positivo,63
HENRYIBAEZORTI1,,@twitteoypeleo @IsidroSalcedo3 Así es viejo leo #FuerzaPetro #NoMasLey100 #CadenaDeAfectosPorPetro,Positivo,63
Nanashi079,"Bogotá, D.C., Colombia",en vez #CadenaDeAfectosPorPetro deberia ser #CadenaDeDefectosDePetro ahi si que participaría .,Positivo,60
oculto02,Colombia,#CadenaDeAfectosPorPetro vamos Petro adelante,Positivo,82
prensaneruda,Bogotá,@nicolaspetroB #CadenaDeAfectosPorPetro con la bendición de Dios todo saldrá bien para nuestro Petro,Positivo,73
steMan11637391,,Así está Colombia #CadenaDeAfectosPorPetro,Positivo,65
julianperroD," Caldas, Colombia","Señor, de mí casa 2 votos y de mi familia más o menos 50, para Petro Presidente 2022. 
#CadenaDeAfectosPorPetro",Positivo,75
UmaaDaniela1,,"Sin duda alguna,@gustavopetro es aquel hombre echo para la lucha, por más palo q le den, el seguirá luchando, siempre poniéndole el pecho a esta guerra interminable, todo por nuestra Colombia humana💚💜💙💛🧡❤️. Fuerza Petro!!! 💪🏻💪🏻💪🏻 #CadenaDeAfectosPorPetro",Positivo,49
el_malsalvaje,,¿Será que alguien en la #CadenaDeAfectosPorPetro intentó eso del #ElPelitoSanador?  – Para evitar estas supercherías #CuidarNuestrosMedicosEs fundamental https://t.co/zpBVh0Jfna,Positivo,65
ElExtuiteado,Punto Nemo,"Y así, amigos, es como @GustavoBolivar admite que el audio que desmiente a su amo Petro es real y la #CadenaDeAfectosPorPetro es la mayor farsa mediática del año. El Congreso debe investigar y sancionar a @petrogustavo de inmediato por fugarse del país antes de la cuarentena. https://t.co/9eFj9wSDJi",Positivo,69
RAPTORCOL,"Bogotá, D.C., Colombia","Al parecer que todo se trata de una mentira lastimera de @petrogustavo  preciso en un viernes santo. Resulta que de cáncer confirmado, pasó a endoscopia mañanera. #PetroMiente 

#CadenaDeAfectosPorPetro https://t.co/LdCvdqvjJt",Positivo,63
flamihup,"Bogotá, D.C., Colombia","Se acuerdan los colombianos quien fue el autor de la ley 100 de 1993, cuando se pensó más en la economía que en el ser humano #NoMasLey100 #CuidarNuestrosMedicosEs #CadenaDeAfectosPorPetro https://t.co/XRcD6mitcC",Positivo,67
adalgizgomezt,"Tenerife, Colombia","@Lynx_581 @ZurdoJamas @Hucotor1 @GustavoBolivar @WRadioColombia Así es, esa es la ofensa más GRANDE, ¡ Salud ! Brindemos por la pronta recuperación de @petrogustavo #CadenaDeAfectosPorPetro https://t.co/vUD75Q7T7S",Positivo,70
FelicianoValen,Colombia,"Celebramos que el procedimiento médico al compañero @petrogustavo realizado el día de hoy fue exitoso. 

Esperamos su pronta recuperación. 
#CadenaDeAfectosPorPetro",Positivo,75
Gerardo67726060,,#CadenaDeAfectosPorPetro en este momento elevo oraciones por la pronta recuperación de este gran Demócrata y excelente Senador. Fuerza luchador.,Positivo,80
OscarMu15601008,,"#CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro #CadenaDeAfectosPorPetro 

Somos mas de 8millones unidos por tu pronta recuperación
acompañando a tu familia con mucho positivismo
#CadenaDeAfectosPorPetro",Positivo,66
marcetovar66,Bogota Colombia,#CadenaDeAfectosPorPetro salud por siempre a este valiente hombre que piensa en el pueblo,Positivo,65
HENRYIBAEZORTI1,,@CantorWerner @IsidroSalcedo3 @petrogustavo De acuerdo Erik             #FuerzaPetro #NoMasLey100 #CadenaDeAfectosPorPetro,Positivo,57
GustavoBolivar,"Escritor,empresario, demócrata","#CadenaDeAfectosPorPetro 
En este hilo les cuento detalles del caso de salud de Gustavo Petro
1- A finales de Feb, encontrándose en Costa Rica en una diligencia ante la CIDH, Gustavo, en uso de sus vacaciones, decide viajar a Cuba a someterse a un chequeo médico de rutina",Negativo,49
albacecilia2013,"Pasto, Colombia","Gustavo Petro, mucha fuerza! 💪 Usted es la esperanza del país olvidado y golpeado por la injusticia, la corrupción, la desigualdad y la violencia#CadenaDeAfectosPorPetro",Negativo,50
alejo8923,,"Fuerza 💪 
#CadenaDeAfectosPorPetro",Positivo,64
rpegazo,Colombia,"Que no se te muera tu madre, por que te voy a decir que es 
""Pura Paja""
y te voy a exigir acta de defunción

Patricia Janiot
#CadenaDeAfectosPorPetro
#CuidarNuestrosMédicosEs
Endoscopia
@osiguehe https://t.co/Up3orxu0J0",Positivo,77
bryan_alcazar,"Bogotá, D.C., Colombia","Por favor, hay que exigir que @patriciajaniot muestre los resultados de su cáncer de lengua, es imposible que alguien diga tantas barrabasadas sin estar enfermo. 
#CadenaDeAfectosPorPetro",Positivo,53
jaimealfonso71,Onzaga  (Santander)  Colombia.,#CadenaDeAfectosPorPetro. Gracias a Dios todo va bien... Los que le estan deseando lo peor se van a quedar con las ganas.,Positivo,76
nancy2142,Colombia,#CadenaDeAfectosPorPetro @GustavoBolivar  pero como así... q una endoscopia  en fin q  es lo q tiene??? o no cuadraron bien la farsa  una cirugía   creo q es diferente  a una endoscopia.,Positivo,69
bascobscd,Túquerres - Nariño ,"#CadenaDeAfectosPorPetro

Me alegra que Gustavo Petro saliera bien de su cirugía. Ojalá se reponga rápido para que de lecciones importantes en el senado.",Positivo,78
franroj69,Bogota,#CadenaDeAfectosPorPetro Fuerza Respetado senador. Usted es de los pocos que nos da esperanza a quienes sabemos lo nocivo de los que han estado en el poder por décadas,Positivo,68
NeptunoRoboto,España,"#FelizLunes
#CadenaDeAfectosPorPetro
#CuidarNuestrosMédicosEs
#ElPelitoSanador
#PicoYGeneroEs
Carrasquilla
Endoscopia
América vs Nacional

YOUTUBE 

👇

https://t.co/KLUqWd3xYe

👆",Positivo,66
NeptunoRoboto,España,"#FelizLunes
#CadenaDeAfectosPorPetro
#CuidarNuestrosMédicosEs
#ElPelitoSanador
#PicoYGeneroEs
Carrasquilla
Endoscopia
América vs Nacional

YOUTUBE 

👇

https://t.co/KLUqWd3xYe

👆 https://t.co/A9mG04xT7N",Positivo,68
Kiadom,Bogotá,"Hoy mi familiar recibió la noticia de que ha vencido el cáncer, su fe la ha salvado, imaginé la fe de todo un pueblo apostandole a su cura estimado Petro.

La victoria está asegurada. 

 #CadenaDeAfectosPorPetro https://t.co/mz4Q75Vnku",Positivo,77
mikimiquito,,"#CadenaDeAfectosPorPetro ... no tiene presentación como Petro subestima a sus seguidores, será que piensa que todos son brutos??? Yo estoy seguro que muchos tienen malicia, esto del cáncer y de la endoscopia quirúrgica ya es el demasiado.",Positivo,66
Naranjainterna1,,"#CadenaDeAfectosPorPetro me alegra todo salió bien, desde el exterior de Colombia le mandamos saludos a @petrogustavo y su familia por la pronta recuperación",Positivo,80
emiliolagos1,,La #CadenaDeAfectosPorPetro es lo que mantiene viva la esperanza de transformar a Colombia y liberarla de los corruptos. #FuerzaPetro #FuerzaPetroEstamosContigo,Positivo,65
DraNormaRamos,"Santa Marta, Magdalena, Colomb",#CadenaDeAfectosPorPetro Doy gracias infinitas a Dios por su misericodia.Entrego en sus manos la salud y vida de Gustavo Petro.,Positivo,84
Lhman25Luis,Bogotá,#CadenaDeAfectosPorPetro Ánimo senador. Colombia necesita de personas estudiosas visionarias y que le quepa el país en el corazón.,Positivo,69
amparocastro61,,"Petro es la esperanza de un país justo y equitativo, de todo corazón le deseo pronta recuperación para que sigamos en la lucha.
Muchas personas superan una enfermedad de estas y un guerrero como vos lo va a lograr.
BENDICIONES Y UN FUERTE ABRAZO.
#CadenaDeAfectosPorPetro https://t.co/bpJzLdPRst",Positivo,77
GuayaraOscar,,"#CadenaDeAfectosPorPetro
Y por que mejor no hacen una cadena de afectos por todas las personas que están enfermas con el covid-19 ?? Y dejan mejor de hacer tanta murga con Petro.
Igual el tiene mucha plata para su tratamiento en Cuba.",Positivo,75
MonkeyWithHat,colombia,#CadenaDeAfectosPorPetro mucha suerte con todo presidente,Positivo,87
MaribelLilian11,,Todo mi afecto y admiración a petro deseo de corazón que se recupere no atienda a medios ni lea nada hasta que este sano Dios lo bendiga un abrazo #CadenaDeAfectosPorPetro,Positivo,73
LuMiRodri,"Gachancipá, Cund. Colombia",Sigamos con nuestra #CadenaDeAfectosPorPetro y agradezcámosle a la vida. Creo que a Colombia le esperan grandes cosas. https://t.co/jBFmViCj1X,Positivo,64
cactusandres,Colombia,"Después de la tormenta viene la calma.
#CadenaDeAfectosPorPetro",Positivo,65
RichardKuintako,"Greenwich, London","@CoHumanaLondres @petrogustavo @HOLLMANMORRIS @GustavoBolivar @gener_usuga He tenido la gran fortuna de poder escuchar a Petro y entender la realidad de nuestro país, Petro somos todos y todos con Petro somos La Colombia Humana.
#FuerzaPetro
#PetroEstamosContigo
#yoLeCreoAPetro
#Petroeselpresidente
#CadenaDeAfectosPorPetro
#SigamonosLosBuenos",Positivo,75
jeanramos45,,"Fuerza petro, aún sigue viva mis ganas de votar por ti, Colombia te necesita como presidente, buena vibra. #CadenaDeAfectosPorPetro",Positivo,87
Lucas89777309,,"#NoMasLey100
¿A quien más le gustaría que le diagnostiquen y traten una enfermedad a tiempo y no cuando el médico dictamine la causa del deceso?
#Covid_19
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
#NoMásTributoParaLadrones https://t.co/XwyMUumpV3",Positivo,67
OddJuanOut_,Saint Walking,Deseamos una pronta y efectiva recuperación a @Petrogustavo. #CadenaDeAfectosPorPetro https://t.co/rWEbHjNU06,Positivo,68
UxCColombia,Colombia,"''Nosotros somos la alegría, somos la Paz y la Democracia'' @petrogustavo 🇨🇴 #CadenaDeAfectosPorPetro https://t.co/Kma70kXRHd https://t.co/NyMY5MsPAK",Positivo,69
efrencortes2,,"Que la sabiduría de los que lo intervinieron lo salve de ésta.
Éste país lo necesita. #CadenaDeAfectosPorPetro",Positivo,66
RSMcaricaturas,Colombia,"Cuando veo todos los mensajes de afecto hacia @petrogustavo en twitter...

#FuerzaPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/0Pc9IJBglJ",Positivo,65
Mamerticia,"Bogotá, Colombia.","#CadenaDeAfectosPorPetro

""Nosotros somos la generación de la paz""

#FuerzaPetro",Positivo,70
jmaito,Marsella Rda Colombia ,#CadenaDeAfectosPorPetro grande a recuperarse pues #lider,Positivo,77
jjortizga,"Cartagena, Colombia",#CadenaDeAfectosPorPetro la mejor vibra para el hombre de las políticas que necesita un país saqueados por los políticos corruptos de Colombia...,Positivo,77
BTereresa,,"#CadenaDeAfectosPorPetro la honra y la gloria al Rey de los cielos quien estuvo al control de esta cirugía, aleluyas",Positivo,73
johaaldana,Bogotá- Colombia,"No comparto muchas cosas de tu ideología sin embargo eres un ser humano, Dios te libre de padecer una enfermedad tan terrible un abrazo y todo saldrá bien @petrogustavo #CadenaDeAfectosPorPetro",Positivo,76
jorgeprotesta,Medellin,#CadenaDeAfectosPorPetro por q lo necesitamos para seguir firmes con esta lucha.,Positivo,73
Uriasv,Latino-América,#CadenaDeAfectosPorPetro #FuerzaPetro hoy y siempre estaremos contigo.,Positivo,82
florrrobayo,,"Hoy más que nunca, nos sumamos todos los Colombianos honestos a esta #CadenaDeAfectosPorPetro",Positivo,74
COSMONAUTAZERO,Barranquilla ,Fuerza  petro  la Colombia humana y digan te esperan #CadenaDeAfectosPorPetro,Positivo,57
ALESSPEREZ01,,Me chupa un huevo #CadenaDeAfectosPorPetro,Positivo,61
natakrog,,Venceremos! #CadenaDeAfectosPorPetro,Positivo,63
alexts2010,colombia,#CadenaDeAfectosPorPetro un líder natural que aún tiene mucho por dar y por hacer en este país. Por el bien de todos. Fuerza Petro.,Positivo,68
Florcad16,Colombia,"@HOLLMANMORRIS @petrogustavo @AndresCamiloHR Gracias al Creador siento ganas de llorar como de felicidad tengo la plena fe que Petro saldrá bien de todo esto, estoy orando por el! Colombia te necesita mereces vivir y seguir transformando este país! #CadenaDeAfectosPorPetro #FuerzaPetro",Positivo,89
A_Lo_Gualo,"Neiva, Colombia","Confirman que el senador @petrogustavo está sano por obra y gracia del #ElPelitoSanador. 🙏🙏🙏

#CadenaDeAfectosPorPetro",Positivo,67
tapagomez,cali,#CadenaDeAfectosPorPetro el es el cambio al sistema neoliberal corrupto ambicioso de este país.,Positivo,69
group_pepe,,"Vamos presidente #CadenaDeAfectosPorPetro
#FuerzaPetro #FuerzaPetroEstamosContigo",Positivo,85
eduardsalamanca,"Sogamoso, Colombia","@petrogustavo Nos dió a muchos una razón por la cual volver a creer que una nueva Colombia es posible, vas a salir de esta y seguiremos trabajando por la democracia #CadenaDeAfectosPorPetro",Positivo,75
Simonmunozv,"Medellín, Colombia","#CadenaDeAfectosPorPetro Recupérate Maestro, falta mucha historia por hacer en nuestro país !! https://t.co/MVMccp0pNT",Positivo,54
edisonburbanoCM,"Buenos Aires, Argentina","La cirugía salió bien, toca esperar los resultados.

A reforzar la #CadenaDeAfectosPorPetro https://t.co/HDbRhOQ56a",Positivo,80
ACamilo61,,#CadenaDeAfectosPorPetro estos contigo pretro!!,Positivo,67
colacho_rojas,"Medellín, Colombia","Me deje engañar de petro, todo esto por una endoscopia 😨#CadenaDeAfectosPorPetro",Positivo,56
JorgeLe07689995,,Dios lo bendiga y guarde su corazón y a los suyos #CadenaDeAfectosPorPetro,Positivo,57
001Kren,paipa ,"La #CadenaDeAfectosPorPetro más fuerte que nunca. Te esperamos aquí para construir un Mejor país, una Colombia diferente, una Colombia más Humana.",Positivo,78
FabianP18754847,,"#CadenaDeAfectosPorPetro Desde la casa mucha felicidad por el éxito,  esperamos con paciencia que los resultados sean óptimos y su recuperación se total. #FuerzaPetro",Positivo,76
YoRobotErgoSum,,"#CadenaDeAfectosPorPetro
Porque es realmente eso. Afecto. Un afecto muy grande.
espero que por ahora pueda concentrarse en estar bien de salud, física, mental y emocional.
Después hablamos de política.",Positivo,78
lasi0836,,Fuerza y confianza en Dios todo va a salir muy bien Colombia lo espera.  #CadenaDeAfectosPorPetro,Positivo,73
LiAniTA_V,"Texas, USA","@nicolaspetroB @AidaAvellaE Arriba de Dios no vive nadie y todo saldrá conforme a su voluntad, sólo El es dador de vida. Toda carne es hierba y toda la gloria del hombre como la flor de la hierba.
#CadenaDeAfectosPorPetro",Positivo,70
